,Date,Link,Title,Subtitle,Authors
3338,"Monday, 27 June, 2022",https://www.ft.com/content/cc53c4ea-d872-4c3d-8424-c5c29d77e8c3,US stocks struggle for direction as traders reassess rate rise outlook,Moves follow equity market bounce in previous week,"['Naomi Rovnick', 'Joe Rennison']"
3339,"Monday, 27 June, 2022",https://www.ft.com/content/a99918de-35dc-4be5-8a91-1763ee681c6b,ExxonMobil chief predicts continuing surge in oil markets,"‘It’s a question of how high prices eventually rise’ to spur investment, says Darren Woods","['Tom Wilson', 'Justin Jacobs']"
3340,"Monday, 27 June, 2022",https://www.ft.com/content/972cd571-2f3d-4724-b624-bacef7bb9fd5,Revlon/meme stocks: continued speculation hints that bear market is not over,Retail traders hoping to have snagged the next Hertz risk being disappointed,[]
3342,"Monday, 27 June, 2022",https://www.ft.com/content/5ac6e2ad-7db3-4363-9593-ab8ece50e226,Boris Johnson prepares to extend tariffs to protect UK steel industry,Prime minister risks breaking international law to prevent flood of cheap imports,"['Jim Pickard', 'Sylvia Pfeifer']"
3343,"Monday, 27 June, 2022",https://www.ft.com/content/fe54d9e1-286b-4ccf-a5e1-d3b47a7840c2,"Russia/sanctions: G7 seeks more damage to the war machine, less to its own economies",Europe has halved its reliance on Russian gas but it is running out of short-term fixes,[]
3344,"Monday, 27 June, 2022",https://www.ft.com/content/559d6a48-83f8-48c8-89a1-c5414d6f599a,France’s approval of crypto exchange Binance branded ‘incomprehensible’ by MEP,European lawmaker Aurore Lalucq urges country’s markets regulator to review its ruling,"['Scott Chipolina', 'Akila Quinio']"
3345,"Monday, 27 June, 2022",https://www.ft.com/content/f2a2366e-ea9e-49a2-9d06-db76369e0134,Ukraine’s richest oligarch launches lawsuit against Russia,Steel tycoon Rinat Akhmetov brings case in Europe over violations of property rights and seizure of assets,"['Roman Olearchyk', 'Sylvia Pfeifer', 'Max Seddon']"
3347,"Monday, 27 June, 2022",https://www.ft.com/content/f9beee07-9261-4abd-983c-ef8f6a5cd094,A groundbreaking argument in climate litigation,"Plus, what readers said about how ESG strategies affect capital flows to emerging markets","['Gillian Tett', 'James Fernyhough', 'Simon Mundy']"
3348,"Monday, 27 June, 2022",https://www.ft.com/content/ceb6fa1f-27a8-4674-a19b-c17a48333eb9,Why the US could be the real winner in the energy wars,Russia can squeeze the west in the short term but it is losing its position as an energy superpower,['Gideon Rachman']
3350,"Monday, 27 June, 2022",https://www.ft.com/content/28817b4e-427c-44c1-88b4-38b79e3da7f0,Russia set for first debt default since 1998 as payment deadline passes,Grace period for $100mn foreign currency bond interest payment ended on Sunday evening,"['Tommy Stubbington', 'Hudson Lockett']"
3351,"Monday, 27 June, 2022",https://www.ft.com/content/ab1c3457-b07c-45fa-8651-8f8c2b43299a,Lithium producer Lake Resources downplays short selling bonanza,Sell-off of Australian-listed company’s shares triggered after resignation of chief executive and as supply glut warnings increase,['James Fernyhough']
3352,"Monday, 27 June, 2022",https://www.ft.com/content/f95f7f5d-6552-4bc6-9104-03544a369d64,Recession rally?,And stock/bond correlations,['Robert Armstrong']
3353,"Monday, 27 June, 2022",https://www.ft.com/content/66c70d86-9333-4e06-b3b8-5b4da27710ab,Rise of ETFs ‘destabilising’ emerging markets,"Passive money most likely to be withdrawn during times of global stress, analysis finds",['Steve Johnson']
3354,"Monday, 27 June, 2022",https://www.ft.com/content/0d5c60fd-ccba-4c69-bbfd-0b7591651771,‘We will humble them’: four fuel traders took on Wall Street and saved $1.2bn,Few airlines hedge against surging oil prices but Southwest’s small team has shown the benefit,['Steff Chávez']
3356,"Monday, 27 June, 2022",https://www.ft.com/content/0d95cf21-eb78-4a45-a4c9-ac0071fe6aca,Crypto and meme corporate bonds may follow their own path,Creditors are unlikely to take their cues from the equity market,['Ellen Carr']
3357,"Monday, 27 June, 2022",https://www.ft.com/content/45b80dac-2160-4fb3-b9d9-5b7618af5175,US companies face rising battle to fend off vilification over ‘excess’ profits,Americans’ belief that price gouging is driving high inflation shows that faith in business is fragile,['Andrew Edgecliffe-Johnson']
3358,"Monday, 27 June, 2022",https://www.ft.com/content/f04e9e61-4a12-409a-a457-fbda710e9418,The high cost of producing cheap food,Intensive farming in America’s midwest has consequences for our health and the planet with falling returns to farmers,['Rana Foroohar']
3359,"Monday, 27 June, 2022",https://www.ft.com/content/c62fab98-c27a-41a4-9f19-5fcd770021f2,Hedge funds braced for further stock market turmoil,Caution intensifies despite already steep losses in 2022,['Laurence Fletcher']
3360,"Monday, 27 June, 2022",https://www.ft.com/content/2bb8df98-0615-41c3-9ca7-20e6fb23ec6d,Philippines tycoon targets control of nation’s biggest gasfield,Enrique Razon seeks to buy stake in offshore project from presidential ally Dennis Uy,['John Reed']
3361,"Monday, 27 June, 2022",https://www.ft.com/content/b325b37a-ae62-4af1-ba56-568598d2dbe7,Crypto swindlers prey on ethnic Chinese women looking for love,Fraudsters establish online romances before duping victims in highly methodical cyber scams,['Eleanor Olcott']
3362,"Sunday, 26 June, 2022",https://www.ft.com/content/80508b9a-507c-4ebf-ba15-5a1c2e64f442,"Live news updates from June 27: G7 to impose new sanctions on Russian arms industry, Property developer Evergrande faces winding-up petition",Fraudsters establish online romances before duping victims in highly methodical cyber scams,[]
3363,"Sunday, 26 June, 2022",https://www.ft.com/content/ee090a48-5407-496f-b0e4-1fe78f37495d,G7 aims to hurt Russia with price cap on oil exports,Talks on curbing Moscow’s energy profits to continue on Monday as India and others join Bavaria summit,"['Guy Chazan', 'Sam Fleming', 'David Sheppard']"
3364,"Sunday, 26 June, 2022",https://www.ft.com/content/2e9533ce-9eb1-4d1c-be67-27eb24d7d345,Did the Fed’s preferred measure of inflation cool in May?,Market Questions is the FT’s guide to the week ahead,"['Kate Duguid', 'Martin Arnold', 'David Sheppard']"
3365,"Sunday, 26 June, 2022",https://www.ft.com/content/8edef067-f4d8-4cc8-8265-965676c00095,European energy crisis reignites debate over closure of Groningen reserve,Russia’s war in Ukraine could force rethink of plans to end production at Europe’s largest gasfield despite its link to earth tremors,['Andy Bounds']
3366,"Sunday, 26 June, 2022",https://www.ft.com/content/a3f14c51-0b1c-416e-84db-0fa0fc842f1f,"Time is ripe to snap up bargains, says debt investor Howard Marks",Oaktree Capital’s co-founder is turning aggressive after sharp market sell-off,['Harriet Agnew']
3367,"Saturday, 25 June, 2022",https://www.ft.com/content/0ea7bcc1-d3a6-4897-8da3-98798c3be487,History says US stock market has further to fall,SocGen suggests S&P 500 will bottom out over next six months,['Chris Flood']
3368,"Saturday, 25 June, 2022",https://www.ft.com/content/986f1630-0f0f-4ead-a39c-1a24c6a5a4fb,"Roll up, roll up for the great blue-chip corporate bond sale!",Debt of highly rated companies is trading at steep discounts,['Joe Rennison']
3369,"Friday, 24 June, 2022",https://www.ft.com/content/400e68c7-ffaf-456f-a3ac-ceb168d3762f,Stocks snap weekly losing streak on scaled back rate-rise expectations,S&P 500 gains 6.4% over the week as growth worries temper aggressive outlook for Fed policy,"['Eric Platt', 'Naomi Rovnick', 'Nikou Asgari']"
3371,"Friday, 24 June, 2022",https://www.ft.com/content/032b95dc-7feb-4a2d-8eac-c71235643c07,Crypto feels the shockwaves from its own ‘credit crisis’,"Fear, uncertainty and doubt grip market as big names struggle","['Joshua Oliver', 'Scott Chipolina', 'Kadhim Shubber']"
3372,"Friday, 24 June, 2022",https://www.ft.com/content/3af3d25a-a6bf-427f-bfa5-7dc537b6eb8a,Turkish bank regulator limits lira loans for firms holding foreign exchange,Under-pressure currency climbs in response but analysts say move is further step towards capital controls,['Laura Pitel']
3373,"Friday, 24 June, 2022",https://www.ft.com/content/35b98d3e-06ef-4159-8a58-b3ffa6a585d3,"US stress tests: good news for dividends, less so for buybacks",Receiving a passing grade will not necessarily encourage all banks to shower more cash on their shareholders,[]
3374,"Friday, 24 June, 2022",https://www.ft.com/content/546d54ec-1d8b-42e2-9109-1b53b1e8d954,Directors’ Deals: Asos board buys in as shares hit decade-low,Fashion retailer’s share price stricken by profit warning,"['Madeleine Taylor', 'Michael Fahy']"
3376,"Friday, 24 June, 2022",https://www.ft.com/content/53880cca-910a-4e31-96b7-de6e7776ab9b,Michael Saylor: MicroStrategy’s bitcoin true believer,Software entrepreneur has remained calm even as crypto markets crashed,['Richard Waters']
3377,"Friday, 24 June, 2022",https://www.ft.com/content/3b69de1d-0d56-4c3a-bb13-e46c622cfb94,Investors are on recession watch,The combination of a bear market and an economic downturn has historically been ugly,['Merryn Somerset Webb']
3379,"Friday, 24 June, 2022",https://www.ft.com/content/3dee865b-265e-4907-8415-b84632c92159,Robinhood’s depiction of liquidity during ‘meme stock’ frenzy questioned,US congressional committee releases findings from 18-month probe into wild market swings of January 2021,"['Stefania Palma', 'Madison Darbyshire']"
3380,"Friday, 24 June, 2022",https://www.ft.com/content/2285516e-ac5f-4cef-8e22-edbc64303f4a,Why Japanese corporates are less reliant on dollar-yen rate for profits,Exchange rates have become less important as companies build products closer to customers,['Leo Lewis']
3381,"Friday, 24 June, 2022",https://www.ft.com/content/f59249dc-3bef-49f7-8198-5f54a30c3f0a,Welcome to the bankers’ panopticon,Paranoia over unapproved messaging will only create more problems for regulators.,['Craig Coben']
3382,"Friday, 24 June, 2022",https://www.ft.com/content/2895e6c8-b9bf-4259-86c4-dd413f0eee15,Investors yearn for the catharsis of hitting a market bottom,"Some believe that if pain is to come, it is better for it to hit sooner than later",['Katie Martin']
3383,"Friday, 24 June, 2022",https://www.ft.com/content/26238f08-ec14-46d2-8353-6f14c0f00f6c,The largest-ever impact fund has $15bn for dirty companies,"Plus, the carbon bombs lurking on global stock markets","['Patrick Temple-West', 'Simon Mundy']"
3385,"Friday, 24 June, 2022",https://www.ft.com/content/58af95c6-f95e-4be2-b82d-8f8754be6386,After the 60/40 portfolio,And the US housing market gets worse,['Robert Armstrong']
3386,"Friday, 24 June, 2022",https://www.ft.com/content/aab1bae8-b8f5-4935-9c63-fe7954d551ed,"Meet Zoltan, the sellside Jules Verne","FTAV sits down with Credit Suisse’s money savant and man-of-the-moment, Zoltan Pozsar",['Robin Wigglesworth']
3387,"Friday, 24 June, 2022",https://www.ft.com/content/7b9f7761-4b7a-4707-9252-d639ab9c3aee,How the ECB can tackle fragmentation in the eurozone,History shows diverging sovereign bond yields have high economic and political costs,['Lorenzo Bini Smaghi']
3388,"Friday, 24 June, 2022",https://www.ft.com/content/ff679d58-7d67-4dca-8226-aec2eed8af8a,Ten ways to improve your portfolio without really trying,From cutting fees to checking how diversified your investments really are,['Moira O’Neill']
3389,"Friday, 24 June, 2022",https://www.ft.com/content/ddca8d54-a453-4c58-8837-5d29401cc61b,Mirae aims for rapid growth in Australia on buying ETF Securities,"Acquisition lifts Korean asset manager’s ETF assets above $85bn, making it 14th-largest provider",['Chris Flood']
3390,"Friday, 24 June, 2022",https://www.ft.com/content/40462c47-1741-4303-af1e-f23d39786c13,Deutsche Bank enters the WhatsApp chat,"Plus, the regulatory hurdles testing Broadcom’s $69bn VMware takeover and DD investigates the Revlon meme stock mystery",[]
3391,"Friday, 24 June, 2022",https://www.ft.com/content/0bcf0049-711a-4032-b6fe-2a6288510cce,Is it too early for investors to buy the dip?,"Bargain hunters are premature, but plenty of opportunities await patient investors",['Claer Barrett']
3392,"Friday, 24 June, 2022",https://www.ft.com/content/466d429b-e4bc-4e72-b22b-459cf45516e3,Investors ‘keep faith with ESG funds’,Wealth managers say most clients remain committed to greener assets,['Harriet Cooke']
3393,"Friday, 24 June, 2022",https://www.ft.com/content/b1f725a5-717f-44d4-b35d-aee6abe4b42d,Russia heads towards default as payment deadline looms,Grace period for $100mn in interest payments ends on Sunday evening,"['Nikou Asgari', 'Tommy Stubbington']"
3394,"Friday, 24 June, 2022",https://www.ft.com/content/7826bf60-8d33-4c69-9191-e8f1eafd59d8,"Russian gas crisis will test EU solidarity, warns German utility RWE",Power provider says rules governing priority supplies must be standardised between countries in case of rationing,"['Joe Miller', 'David Sheppard', 'Nathalie Thomas']"
3395,"Friday, 24 June, 2022",https://www.ft.com/content/b915ccf8-f3d1-47c9-8f89-d1e0b36ffab9,Fees increasingly on the agenda for wealth management clients,Market turmoil adds to clients’ concerns about charges,['James Pickford']
3396,"Friday, 24 June, 2022",https://www.ft.com/content/2c0028ad-72a7-4176-8922-6729f6a3cc75,Fintechs face reckoning as easy money dries up,"Valuations have collapsed even faster than they climbed, making fresh funding hard to come by","['Imani Moise', 'Siddharth Venkataramakrishnan', 'Joshua Oliver']"
3397,"Friday, 24 June, 2022",https://www.ft.com/content/b9466a10-a2a6-412d-acf4-086609283df2,SEC chair urges ‘one rule book’ for crypto to avoid gaps in oversight,Gary Gensler seeks to share information with derivatives agency to better regulate digital assets,"['Stefania Palma', 'Patrick Jenkins']"
3398,"Friday, 24 June, 2022",https://www.ft.com/content/5ea926e6-9b44-47bb-9a9e-2e018db762a9,UK’s Arm-twisting confirms critics’ worst deal-vetting fears,Using national security powers to make chip designer list in London shows drift from stated aims of new rules,['Helen Thomas']
3400,"Friday, 24 June, 2022",https://www.ft.com/content/a00a5559-7594-4e1e-9fad-3ef8d92df820,China taps markets for $10bn to cement clean tech supremacy,Country dominates electric vehicle supply chain as west races to develop rare earths production,"['Edward White', 'Cheng Leng']"
3401,"Friday, 24 June, 2022",https://www.ft.com/content/73881b59-fdf7-4ee9-b447-2f4895e58624,Chinese podcast group fails to launch $100mn IPO in blow to Hong Kong,"Ximalaya, backed by likes of Tencent and Baidu, has suspended plans as investors remain wary","['Cheng Leng', 'Hudson Lockett']"
3402,"Thursday, 23 June, 2022",https://www.ft.com/content/c1fbc7ac-4ad9-429f-be7a-01ad4268f72c,"Live news updates from June 24: US Supreme Court overturns Roe vs Wade, Ukrainian forces to retreat from Severodonetsk","Ximalaya, backed by likes of Tencent and Baidu, has suspended plans as investors remain wary",[]
3403,"Thursday, 23 June, 2022",https://www.ft.com/content/758096c2-0ace-4ec4-b7bb-00ae75bebcad,Government bonds rally on fears of global economic slowdown,Disappointing eurozone business activity data and comments from Federal Reserve chair add to cloudy outlook,"['Ian Johnston', 'Tommy Stubbington', 'Kate Duguid']"
3405,"Thursday, 23 June, 2022",https://www.ft.com/content/a07e54ec-fa48-488b-81ef-566cf98e631a,UK oil and gas producers warn Sunak over windfall tax,‘Candid’ meeting with N Sea groups hears levy could force cancellation of projects and deter investors,"['Nathalie Thomas', 'David Sheppard', 'Tom Wilson', 'Jasmine Cameron-Chileshe']"
3406,"Thursday, 23 June, 2022",https://www.ft.com/content/b323b511-d5c1-4ab1-bc60-54ccf8921cf2,Index rejigs: demotion would teach Meta the value of humility,Facebook parent will join Russell 1000 value index for the first time after being part of its growth index since 2012,[]
3408,"Thursday, 23 June, 2022",https://www.ft.com/content/f211f1e2-e080-4d31-96c8-7a0599da77a9,Copper price at 16-month low as slowdown fears hit industrial metals,Analysts predict ‘returns are bound to normalise’ after period of supply shocks and high demand,['Neil Hume']
3409,"Thursday, 23 June, 2022",https://www.ft.com/content/65b50d7c-5ca6-4b22-b018-6b2f7013fe70,SumUp/FalconX: escalating uprounds will feel the downdraft of recession,The appetite of investors for risky tech bets has diminished,[]
3410,"Thursday, 23 June, 2022",https://www.ft.com/content/ae5faf8d-502f-4b40-a332-72a8dc4b7198,Crypto enthusiasts are betting the house on creative destruction,"Despite the recent rout, private digital money seems more likely to mutate than die",['Gillian Tett']
3411,"Thursday, 23 June, 2022",https://www.ft.com/content/523e4fcc-71d1-4eaf-b7d2-30a876540389,What Russia’s fortress balance sheet can tell us about the dollar’s future,"Three things matter for FX reserves: Location, location, location.",['Robert McCauley']
3412,"Thursday, 23 June, 2022",https://www.ft.com/content/607dfcce-3cea-43af-b94a-a311345a6ea3,Ronaldo signs NFT deal with crypto exchange Binance,Portuguese striker’s sponsorship move comes despite crypto facing warnings of a ‘Lehman moment’,"['Joshua Oliver', 'Scott Chipolina', 'Samuel Agini']"
3414,"Thursday, 23 June, 2022",https://www.ft.com/content/0d3f747d-5904-4773-8600-1f446c051639,UK auditors told to be more sceptical when assessing company accounts,Regulator issues ‘professional judgment guidance’ to improve quality standards,['Daniel Thomas']
3415,"Thursday, 23 June, 2022",https://www.ft.com/content/09ac0ab9-ad4a-4586-9a14-3921a4d60216,Germany moves closer to gas rationing over Russian disruption,Berlin says the commodity has become ‘scarce’ as planned work on Nord Stream 1 threatens efforts to build stores,"['Guy Chazan', 'Max Seddon']"
3416,"Thursday, 23 June, 2022",https://www.ft.com/content/8e9f42bd-b24f-4e12-aed8-5ad54abab8b2,Why it’s getting harder to kick our fossil fuel addiction,"Plus, how much of the world’s reserves must stay in the ground to meet the Paris climate target for global warming?",['Justin Jacobs']
3417,"Thursday, 23 June, 2022",https://www.ft.com/content/3ed162ac-6b93-477c-80bf-b80ba9c0de0f,Polymetal appoints new auditor to replace Deloitte,Anglo-Russian miner hires MHA MacIntyre Hudson after Big Four firm’s departure put London listing under threat,['Neil Hume']
3418,"Thursday, 23 June, 2022",https://www.ft.com/content/08a47350-e5b4-4aac-b5f2-d9af79aa0d1c,Russia’s gas squeeze: a moment of truth for Europe,EU countries are turning back to coal but they should be speeding up the transition to renewables,['The editorial board']
3419,"Thursday, 23 June, 2022",https://www.ft.com/content/fc9c7f79-5e84-475f-97b6-5f2a17dc824d,SumUp struggles to €8bn valuation as tech sell-off hits UK fintech,London-based payment-services group had earlier hoped to raise funds at €20bn pricetag,"['Stephen Morris', 'Emma Dunkley']"
3420,"Thursday, 23 June, 2022",https://www.ft.com/content/23ec6d20-3409-4591-a2bd-9be778742445,Supply won’t save us,"Plus, more on bond yields and Italian debt",['Robert Armstrong']
3421,"Thursday, 23 June, 2022",https://www.ft.com/content/9bc464fc-b3ba-41d3-b08d-3a65fcdc5ef9,South Korea metaverse ETF performance slumps,10 have launched in the country since October last year,['Lisa Kim']
3422,"Thursday, 23 June, 2022",https://www.ft.com/content/9142a3bc-d839-444d-8a83-9a4cd6ae78af,How the revolution in electric vehicles is changing mining,The world’s largest carmakers are among those driving hardest for sustainable minerals,['Aimee Boulanger']
3423,"Thursday, 23 June, 2022",https://www.ft.com/content/da6183cb-357b-46d6-906b-379b76312e3b,Quant hedge funds profit from cryptocurrency turmoil,Computer-driven trading has allowed some managers to predict and bet on price falls,['Laurence Fletcher']
3424,"Thursday, 23 June, 2022",https://www.ft.com/content/76bbecb8-17e8-4b50-be4a-afdb54a8dc1f,US banks take a hit from discounted corporate bond sales,Protracted market downturn forces underwriters to accept lower prices,['Joe Rennison']
3425,"Thursday, 23 June, 2022",https://www.ft.com/content/f77e3188-a9dc-4715-a87f-27169efd2a7a,Can all of Africa get access to electricity?,Moscow says Ukrainian drone attack starts fire at oil refinery,[]
3426,"Thursday, 23 June, 2022",https://www.ft.com/content/aae591e1-b291-493c-94c6-6babcb682831,Singapore regulator vows to be ‘unrelentingly hard’ on crypto,Stance marks shift in rhetoric from city-state that had courted digital currency companies,['Oliver Telling']
3427,"Thursday, 23 June, 2022",https://www.ft.com/content/01cc68ca-c22d-4b27-aaef-b3db7f95ef78,Investors crank up bets on BoJ surrendering yield curve controls,Wagers against Japanese bonds divide foreign and domestic fund managers,"['Tommy Stubbington', 'Leo Lewis']"
3429,"Wednesday, 22 June, 2022",https://www.ft.com/content/303a6a5d-b8b5-48fc-89da-ae15b8cb151f,"Live news updates from June 23: EU grants Ukraine and Moldova candidate status, US Supreme Court recognises right to carry firearms in public",Wagers against Japanese bonds divide foreign and domestic fund managers,[]
3430,"Wednesday, 22 June, 2022",https://www.ft.com/content/1f6510d7-3472-4683-826a-487f43faf907,Biden’s proposed ‘gas tax holiday’ runs into opposition,Measure would halt federal levy on petrol and diesel as consumers deal with high inflation,"['James Politi', 'Colby Smith', 'Justin Jacobs']"
3431,"Wednesday, 22 June, 2022",https://www.ft.com/content/3a64fc54-7ba2-4087-b6ac-a3e0f18d0a72,US stock rally fades as oil price drop drags down energy companies,Brent crude falls 2.5% as Federal Reserve chair warns of possibility of recession,"['Naomi Rovnick', 'Joe Rennison']"
3432,"Wednesday, 22 June, 2022",https://www.ft.com/content/e97909e3-2794-4d11-bb3d-8996081dabc9,UK Infrastructure Bank pledges to make direct equity investments,Chief executive defends using third-party managers while group builds its own expertise,"['Emma Dunkley', 'Stephen Morris']"
3434,"Wednesday, 22 June, 2022",https://www.ft.com/content/9c4aa2f8-7309-4647-919b-7534f25f41d3,‘Celsians’ offer an interesting new way to lose money,Ideas from an “unofficial community-based social network.”,['George Steer']
3435,"Wednesday, 22 June, 2022",https://www.ft.com/content/f57f9dbe-a3e2-40bc-bd46-3f4851d0f44b,Investors flag concerns over weakening pay rules for non-execs,Ministers warned that deregulation could threaten independence of watchdog role,"['Daniel Thomas', 'Jim Pickard']"
3437,"Wednesday, 22 June, 2022",https://www.ft.com/content/879929c2-ebbb-4da7-93ed-dcf544c86d9e,Corporate debt: leveraged loan holders pray for a soft landing,Increased cash flows are of little use if issuers default,[]
3438,"Wednesday, 22 June, 2022",https://www.ft.com/content/c1b8c308-b189-4a24-af67-6d18902e42c8,US gas exporters sign flurry of deals as Europe searches for supply,LNG processor Cheniere also greenlights capacity boost for Texas liquefaction project,"['Myles McCormick', 'Neil Hume']"
3439,"Wednesday, 22 June, 2022",https://www.ft.com/content/d75801c9-b9dd-4f90-b012-6948cca680d0,Voyager Digital shares crash after warning of Three Arrows crypto loss,Crypto broker cautions it could lose more than $650mn from hedge fund loan,['Kadhim Shubber']
3440,"Wednesday, 22 June, 2022",https://www.ft.com/content/c246cf54-80eb-46ba-bbc6-98404ef34860,China food inflation: pork is the make or break factor in controlling prices,It will not be easy for food companies to quickly pass on rising costs to consumers,[]
3441,"Wednesday, 22 June, 2022",https://www.ft.com/content/998460c1-534b-4dd0-8501-4fdcb3de4066,Amundi: Europe’s heavyweight champ can make right connections,European fund management remains fragmented and is ripe for consolidation,[]
3443,"Wednesday, 22 June, 2022",https://www.ft.com/content/0693803d-1d0c-4e04-83e7-d6fb53c0b95f,The ‘nightmare’ facing European regulators,"Plus, how some ESG strategies are still beating the market","['Simon Mundy', 'Patrick Temple-West']"
3444,"Wednesday, 22 June, 2022",https://www.ft.com/content/3d1a2409-4030-4a26-be27-dbcb25f6fd75,Crypto fallout delivers sharp kick to decentralised finance dreams,Some networks have reneged on commitments to arms-length management,['Scott Chipolina']
3445,"Wednesday, 22 June, 2022",https://www.ft.com/content/894cc4d4-8811-48e1-a158-47a186a1075e,Index regulation is tricky but necessary,The growing importance and influence of financial indices cannot be denied,['Alex Matturri']
3446,"Wednesday, 22 June, 2022",https://www.ft.com/content/6be614b0-4c00-4d4b-a567-d3fb31efcb87,European debt: risk before reward,"‘Anti-fragmentation’ is risky, expensive and worth a shot",['Robert Armstrong']
3447,"Wednesday, 22 June, 2022",https://www.ft.com/content/35b38fb1-1f60-4d5e-9345-170608668c5b,Yen hits new 24-year low testing BoJ’s ultra-loose policy,Analysts predict sell-off will continue as Japan’s central bank sticks to low interest rates,['Leo Lewis']
3448,"Wednesday, 22 June, 2022",https://www.ft.com/content/f7990162-395f-488e-9d23-13f3cce83e24,IEA chief warns Europe to prepare for total shutdown of Russian gas exports,Fatih Birol says governments should keep ageing nuclear plants open and take other contingency measures,['David Sheppard']
3449,"Wednesday, 22 June, 2022",https://www.ft.com/content/10d47881-b1c3-4470-8c9c-9e646b1b6393,The Fed’s big swing at inflation,What does the recent interest rate increase mean for the economy and for investors?,[]
3450,"Wednesday, 22 June, 2022",https://www.ft.com/content/bc68cb14-5135-4b6f-9024-7db66033c208,Schrödinger’s dead cat bounce,Russia threatens Lithuania over EU sanctions,[]
3451,"Wednesday, 22 June, 2022",https://www.ft.com/content/08b82dcb-33fb-43d8-a922-82c357e22787,Worries about the dominance of big three index trackers are wrong,Criticism is just the latest in a series of misguided concerns over the industry,['Charley Ellis']
3452,"Wednesday, 22 June, 2022",https://www.ft.com/content/19c9974e-5ce0-4e4c-ae28-8a972f638177,US bond ETF trading hit record volumes ahead of Fed rate decision,Investors drawn to the greater liquidity offered by fixed income ETFs,"['Emma Boyde', 'Chris Flood']"
3453,"Wednesday, 22 June, 2022",https://www.ft.com/content/b3916623-fd2a-4f36-8a55-e25b8814c583,Fund manager files lawsuit against Credit Suisse over Vatican property deal,Raffaele Mincione faces criminal proceedings for his role in purchase of London building,"['Owen Walker', 'Miles Johnson']"
3454,"Wednesday, 22 June, 2022",https://www.ft.com/content/074940e5-b435-45b2-9144-d246354602f3,UK officials weigh national security grounds to force London IPO for Arm,Plan has drawn criticism within government circles and tensions with SoftBank over lobbying effort,"['Antoni Slodkowski', 'Anna Gross', 'Daniel Thomas', 'Jim Pickard', 'Arash Massoudi']"
3455,"Wednesday, 22 June, 2022",https://www.ft.com/content/757cb5e3-ad2f-41e2-9094-ccf0148f9e30,"The big risk to equities now is earnings, not valuations",Investors have probably seen only the first phase of this bear market in stocks,['Ian Harnett']
3456,"Wednesday, 22 June, 2022",https://www.ft.com/content/2f59b75a-8c48-41f9-9c16-59c1622de339,Former manager at crypto exchange Huobi accused of illicit trading,Employee allegedly made $5mn after setting up a retail account in his father’s name,"['Kadhim Shubber', 'Chan Ho-him']"
3458,"Wednesday, 22 June, 2022",https://www.ft.com/content/09c3a606-d195-4f41-b69b-83a59c9e4806,Biotechs face ‘funding Sahara’ as easy money runs dry,Early-stage drugmakers face difficult decisions as public markets turn hostile,"['Nicholas Megaw', 'Jamie Smyth']"
3459,"Wednesday, 22 June, 2022",https://www.ft.com/content/59f93e6a-56b0-461a-89fd-e20e3b81ff85,Supercar makers start to go electric,Tighter emission rules and evolving client demands force producers towards battery powered vehicles,['Peter Campbell']
3460,"Wednesday, 22 June, 2022",https://www.ft.com/content/fbbc1666-5d9b-4b55-bbb2-e0f4350f479b,S&P 500 bounces 2.4% after sharp weekly decline,US government debt comes under pressure as markets reopen following one-day holiday,"['Naomi Rovnick', 'Kate Duguid']"
3461,"Tuesday, 21 June, 2022",https://www.ft.com/content/b643c909-b537-4fa0-8602-e1d16e7a4fba,UK energy customers have ‘borne brunt’ of supplier failures,"Ofgem’s light regulation raised bills by £2.7bn, or £94 per consumer, says watchdog",['Gill Plimmer']
3463,"Tuesday, 21 June, 2022",https://www.ft.com/content/3415feed-0e0e-4511-add3-522e6be570ca,"Live news updates from June 22: Powell warns US recession is ‘certainly a possibility’, Scholz rules out return to normal relations with Russia","Ofgem’s light regulation raised bills by £2.7bn, or £94 per consumer, says watchdog",[]
3464,"Tuesday, 21 June, 2022",https://www.ft.com/content/d6a9e937-1b5e-4c5b-8338-1e112ee0be0d,Biden blasts Chevron chief as ‘sensitive’ after fuel-price criticism,Heated exchange comes ahead of meeting between US energy secretary and industry,['Justin Jacobs']
3466,"Tuesday, 21 June, 2022",https://www.ft.com/content/a9d57a6c-952e-4edd-8143-a4f044c1c34e,Sunak to meet oil groups protesting against windfall tax,Government officials play down prospect of extending levy to electricity generators,"['Nathalie Thomas', 'Jim Pickard', 'Tom Wilson']"
3467,"Tuesday, 21 June, 2022",https://www.ft.com/content/69ab1469-df01-4ea2-a015-b0e9904af4cc,Crypto exchange FTX bails out lending platform BlockFi,Rescue prompts comparisons between chief executive Sam Bankman-Fried and a crypto central bank,"['Scott Chipolina', 'Joshua Oliver']"
3468,"Tuesday, 21 June, 2022",https://www.ft.com/content/8068a46a-6257-49a5-978f-b33e5c02c043,"Eurozone’s shoppers to swallow more supersized food price rises, warns ECB",Pressures stemming from Ukraine war mean price inflation will persist into 2023,['Martin Arnold']
3469,"Tuesday, 21 June, 2022",https://www.ft.com/content/6febff08-6873-4476-8112-89c9890e12f3,Speedrunning the GFC,Time for consolidation?,['Alexandra Scaggs']
